name,streetaddress,city,state,zipcode,county,country,phone
"Boys Town National Research Hospital - Omaha","555 North 30th Street",Omaha,NE,68131,"Douglas County",US,"(531) 355-6520"
"Branson Dialysis","101 Skaggs Road",Branson,MO,65616,"Taney ",US,"(417) 335-5797"
"Branson R-IV School District","1756 Bee Creek Road",Branson,MO,65616,"Taney ",US,"(417) 334-6541"
"Braun Home Agency","504 North Cleveland",Fayette,MO,65248,"Howard ",US,"(660) 248-3333"
"Braymer Clinic","109 Main Street",Braymer,MO,64624,"Caldwell ",US,6606452218
"Brentwood School District","1201 Hanley Industrial Court",Brentwood,MO,63144,"St. Louis ",US,"(314) 962-4507 "
"Bridges Medical Services","256 State Highway Y",Forsyth,MO,65653,"Taney ",US,"(417) 546-4200"
"Bridges Medical Services Walk in Clinic","1440 State Highway 248 Suite O",Branson,MO,65616,"Taney ",US,"(417) 239-0706"
"Bridgeway Behavioral Health","4066 Dunnica","St. Louis",MO,63116,"St. Louis city ",US,"(636) 224-1700"
"Bridgeway Behavioral Health - Brentwood","2510 South Brentwood Boulevard",Brentwood,MO,63105,"St. Louis ",US,"(636) 224-1661"
"Bridgeway Behavioral Health - Troy","1011 East Cherry Street",Troy,MO,63379,"Lincoln ",US,"(636) 224-1500"
"Brigham Young University","340-A MCKB",Provo,UT,84602,"Utah County",US,"(801) 422-5055"
"Bright Futures: Autism & Early Intervention","P.O. Box 8741","Santa Fe",NM,87504,"Santa Fe County",US,"(505) 471-4505"
"Brightdirection Beijing International Health Management Co. Ltd","Room 126 Balizhuangnanli Intech Rehab Hospital",Beijing,NA,100025,"No County",CN,"(253) 250-7181"
"Broadway Family Clinic","714 Broadway","Cape Girardeau",MO,63701,"Cape Girardeau ",US,"(573) 388-3630"
"Broadway Urgent Care","2003 West Broadway Suite 100",Columbia,MO,65203,"Boone ",US,"(573) 777-5880"
"Brockton Neighborhood Health Center","63 Main Street",Brockton,MA,2301,"Plymouth County",US,"(508) 840-8379"
"Brookfield R-III School District","128 Pershing Road",Brookfield,MO,64628,"Linn ",US,"(660) 258-2241"
"Brothers Health Collective","58 East 26th Street",Chicago,IL,60616,"Cook County",US,"(312) 808-1044"
"Brown University School of Public Health",NA,Providence,RH,,,US,
"Brownridge Pediatrics","5992 Howdershell Road Suite 106",Hazelwood,MO,63042,"St. Louis ",US,"(314) 731-1299"
"Brunswick School District","1008 County Road",Brunswick,MO,65236,"Chariton ",US,"(660) 548-3777"
"Bryan University","4255 Nature Center Way",Springfield,MO,65804,"Greene ",US,"(417) 862-5700"
"Bunker R-III School District","1 Eagle Pride Drive",Bunker,MO,63629,"Dent ",US,"(573) 689-2638"
"Burd Home Health","350 Sunset Road","Lake Ozark",MO,65049,"Camden ",US,"(585) 563-2032"
"Burrell Behavioral Health","3301 Berrywood Drive",Columbia,MO,65201,"Boone ",US,"(573) 777-8453"
"Burrell Behavioral Health - Battlefield Road","2885 West Battlefield Road",Springfield,MO,65807,"Greene ",US,"(417) 360-9418"
"Burrell Behavioral Health - Bradford Parkway","1300 East Bradford Parkway",Springfield,MO,65804,"Greene ",US,"(417) 761-5015"
"Burrell Behavioral Health - Branson","155 Corporate Place",Branson,MO,65616,"Taney ",US,"(417) 883-7740"
"Burrell Behavioral Health - Branson West","18593 Business Highway 13 Suite 104","Branson West",MO,65737,"Stone ",US,"(417) 893-7911"
"Burrell Behavioral Health - Campbell Avenue","3646 South Campbell Avenue",Springfield,MO,65807,"Greene ",US,"(928) 225-0916"
"Burrell Behavioral Health - Cherry","1931 East Cherry",Springfield,MO,65803,"Greene ",US,"(417) 402-9872"
"Burrell Behavioral Health - East Grand","323 East Grand",Springfield,MO,65807,"Greene ",US,"(417) 834-8629"
"Burrell Behavioral Health - Marshall","33 East Jackson Street",Marshall,MO,65340,"Saline ",US,"(660) 886-8063"
"Burrell Behavioral Health - Park Clinic","800 South Park Avenue",Springfield,MO,65807,"Greene ",US,"(417) 893-7722"
"Burrell Behavioral Health - Sedalia","201 West Third Street",Sedalia,MO,65301,"Pettis ",US,"(660) 827-2494"
"Burrell Behavioral Health - Walnut Street","1805 East Walnut Street",Columbia,MO,65203,"Boone ",US,"(573) 777-2140"
"Butler County Health Department","1619 North Main","Poplar Bluff",MO,63901,"Butler ",US,"(573) 785-8478"
"Butte Family Planning Clinic","25 W Front Street",Butte,MT,59701,,US,
"Butterfield Park Pediatric Clinic","1195 North Oakland Suite 2",Bolivar,MO,65613,"Polk ",US,"(417) 777-2121"
"C My Style Salon","13870 Highway 59",Neosho,MO,64850,"Newton ",US,"(417) 438-9909"
"Cabell Huntington Hospital","1340 Hal Greer Boulevard",Huntington,WV,25701,"Cabell County",US,"(304) 526-2000"
"Cabool R-IV School District","1025 Rogers Avenue",Cabool,MO,65689,"Texas ",US,"(417) 962-3153"
"Cabot Westside Medical and Dental","2121 Summit Street","Kansas City",MO,64108,"Jackson ",US,8164170900
"Cainsville Medical Clinic","707 Victory Lane",Cainsville,MO,64632,"Harrison ",US,6608935750
"Caldwell County Health Department","255 West Main Street",Kingston,MO,64650,"Caldwell ",US,"(816) 586-2311"
"Calhoun R-VIII School District","409 South College",Calhoun,MO,65323,"Henry ",US,"(417) 450-2117"
"California Border Healthy Start Plus","4305 University Ave Suite 345","San Diego",CA,92105,,US,
"California Department of Developmental Services","1600 9th Street",Sacramento,CA,95814,"Sacramento County",US,916-651-7070
"California Department of Education","1430 North Street",Sacramento,CA,95814,"Sacramento County",US,916-327-3637
"California Department of Social Services","744 P Street","Sacramento ",CA,95814,"Sacramento County",US,
"California R-I School District","211 South Owen Street",California,MO,65018,"Moniteau ",US,"(573) 796-2161"
"California Rural Indian Health Board","4400 Auburn Boulevard 2nd Floor",Sacramento,CA,95841,"Sacramento County",US,"(916) 929-9761"
"California Rural Indian Health Board Inc.","1020 Sundown Way",Roseville,CA,95661,"Placer County",US,"(916) 929-9761"
"CamdenClark Medical Center","800 Garfield Avenue",Parkersburg,WV,26102,"Wood County",US,"(304) 424-2372"
"Camdenton R-III School District","172 Dare Boulevard",Camdenton,MO,65020,"Camden ",US,"(573) 346-9213"
"Cameron R-I School District","423 North Chestnut",Cameron,MO,64429,"Clinton ",US,"(816) 882-1072"
"Cape Girardeau Central Middle School","1900 Thilenius","Cape Girardeau",MO,63701,"Cape Girardeau ",US,"(573) 519-0654"
"Cape Girardeau County Public Health Center","1121 Linden Street","Cape Girardeau",MO,63703,"Cape Girardeau ",US,"(573) 335-7846"
"Cape Girardeau Public Schools","1550 Themis","Cape Girardeau",MO,63701,"Cape Girardeau ",US,"(573) 335-5456"
"Cape Girardeau Public Schools - Central High School","1000 South Silver Springs Road","Cape Girardeau",MO,63703,"Cape Girardeau ",US,"(573) 335-6246"
"Cape Girardeau Public Schools - Central Junior High","1910 Whitener","Cape Girardeau",MO,63701,"Cape Girardeau ",US,"(573) 519-0664"
"Cape Girardeau Public Schools - Early Childhood Center","1610 Whitener Street","Cape Girardeau",MO,63701,"Cape Girardeau ",US,"(573) 339-1201"
"Capital Region Medical Center","1125 Madison Street","Jefferson City",MO,65101,"Cole ",US,"(573) 632-5000"
"Capital Region Medical Center - Center for Mental Wellness","1432 Southwest Boulevard","Jefferson City",MO,65109,"Cole ",US,"(573) 632-5560"
"Capital Region Pediatric Associates","1014 Madison Street","Jefferson City ",MO,65101,"Cole ",US,"(573) 632-5525"
"Care Collaborative","2500 Canturbury Drive Suite 108",Hays,KS,67601,"Ellis County",US,"(785) 324-1507"
"Care Connection for Aging Services","106 West Young",Warrensburg,MO,64093,"Johnson ",US,"(660) 747-3107"
CareHere,"600 Northwest Murray Road Suite 103","Lee's Summit",MO,64081,"Jackson ",US,"(816) 803-6923"
"CareSTL Health","5471 Dr. Martin Luther King Drive","St. Louis",MO,63112,"St. Louis city ",US,"(314) 367-5820"
"CareSTL Health - Pope Avenue","4500 Pope Avenue","St. Louis",MO,63115,"St. Louis city ",US,"(314) 385-3990"
"CareSTL Health - Whittier Street","2425 North Whittier Street","St. Louis",MO,63113,"St. Louis city ",US,"(314) 703-1425"
"Caris Healthcare","3980 South Jackson Avenue","Independence ",MO,64057,"Jackson ",US,"(816) 719-9938"
"Carl Junction R-I School District","206 South Roney","Carl Junction",MO,64834,"Jasper ",US,"(417) 437-8961"
"Carl R. Darnall Army Medical Center (CRDAMC) Pediatrics","36065 Santa Fe Avenue Wetlands Clinic #1","Fort Hood",TX,76549,"Bell County",US,"(254) 553-5882"
"Carolinas Skin Center","3315 Springbank Lane Suite 202",Charlotte,NC,28226,"Mecklenburg County",US,"(704) 997-7070"
"Carondelet Health & Dental Center","401 Holly Hills Avenue","St. Louis",MO,63111,"St. Louis city ",US,3143535190
"Carpenters Wellness Center","1403 Hampton Avenue","St. Louis",MO,63139,"St. Louis city ",US,"(314) 803-7838"
"Carroll County Memorial Hospital","1502 North Jefferson Street",Carrollton,MO,64633,"Carroll ",US,"(660) 542-1695"
"Carrollton R-VII School District","300 East Ninth Street",Carrollton,MO,64633,"Carroll ",US,"(660) 542-3472"
"Carter Healthcare","19401 East US Highway 40 Suite 152",Independence,MO,64055,"Jackson ",US,"(405) 947-7700"
"Caruthersville Medical Center","109 E. 5th St.",Caruthersville,MO,63830,"Mississippi ",US,5733599803
"Caruthersville School District","1711 Ward Avenue",Caruthersville,MO,63830,"Pemiscot ",US,"(573) 333-6100"
"Casa Esperanza Inc.","245 Eustis St.",Roxbury,MA,2119,,US,"(617) 445-1123 ext. 308"
"Casa Esperanza Inc.","264 Bay State Road",Boston,MA,2215,,US,"(617) 353-1748"
"Cass County Dental Clinic","802 East Walnut Street",Belton,MO,64012,"Cass ",US,"(816) 392-2845"
"Cassville R-IV School District","1501 Main Street",Cassville,MO,65625,"Barry ",US,"(417) 846-1286"
"Catapult Learning ","409 Vandiver Drive",Columbia,MO,65202,"Boone ",US,573-529-3099
"Catherine Arroyo MD","100 Military Avenue Suite 114","Dodge City",KS,67801,"Ford County",US,"(620) 227-2999"
"Catholic Charities of St. Louis","4532 Lindell Boulevard","St. Louis",MO,63108,"St. Louis ",US,"(314) 367-5500"
"Celebrate Recovery","7804 Highway 17",Houston,MO,65483,"Texas ",US,"(417) 260-2870"
"Centene Corporation","7700 Forsyth Boulevard","St. Louis ",MO,63105,"St. Louis ",US,"(314) 725-4477"
"Centene Corporation - Des Moines","1080 Jordan Creek Parkway","Des Moines",IA,50314,"Polk County",US,"(515) 783-0860"
"Center for Creative Initiatives in Health and Population","No 48 251/08 Nguyen Khang Cau Giay",Hanoi,,,,VN,"(617) 858-7088"
"Center for Family Services Inc.","108 Somerdale Road",Voorhees,NJ,8043,,US,
"Center For Family Services Inc. - The Regina Hill Center For Counseling Support & Healing",NA,,,,,US,
"Center for Hearing & Speech","9835 Manchester Road","St. Louis",MO,63119,"St. Louis ",US,"(314) 737-5090"
"Center for Human Services - Early Head Start","4515 West Main Street",Sedalia,MO,65301,"Pettis ",US,"(660) 287-6002"
"Center for Human Services - Liberty","920 Kent Street",Liberty,MO,64068,"Clay ",US,"(816) 736-9990"
"Center for Human Services - Sedalia","1500 Ewing Drive ",Sedalia,MO,65301,"Pettis ",US,"(660) 286-4400"
"Center for Life Solutions ","9144 Pershall Road","St. Louis",MO,63042,"St. Louis ",US,"(314) 224-0867"
"Center for Practical Bioethics","1111 Main Street Suite 500","Kansas City",MO,64105,"Jackson ",US,"(832) 788-4394"
"Center School District 58","8701 Holmes Road","Kansas City",MO,64131,"Jackson ",US,"(816) 349-3300"
"Centerpoint Medical Center","19600 East 39th Street",Independence,MO,64057,"Jackson ",US,"(816) 698-7000"
"CenterPointe Hospital","4801 Weldon Springs Parkway","St. Charles",MO,63304,"St. Charles ",US,"(636) 477-2178"
"Centers for Disease Control","4770 Buford Highway NE",Atlanta,GA,30341,"Dekalb County",US,"(770) 488-0792"
"Centerville R-I School District","2323 Green Street",Centerville,MO,63633,"Reynolds ",US,"(573) 648-2498"
"Central Community Unit School District","275 South Street",Burlington,IL,60109,"Kane County",US,"(847) 464-6005"
"Central Connections Inc.","3236 Emerald Lane","Jefferson City",MO,65109,"Cole ",US,"(573) 635-6804"
"Central Jackson County Fire Protection District","805 Northeast Jefferson","Blue Springs",MO,64014,"Jackson ",US,"(816) 797-9205"
"Central Michigan University","1200 East Campus Drive","Mt. Pleasant",MI,48859,"Isabella County",US,"(989) 774-2284"
"Central Missouri Area Agency on Aging - Columbia","1121 Business Loop 70 East Suite 2A",Columbia,MO,65201,"Boone ",US,"(573) 443-5823"
"Central Missouri Area Agency on Aging - Mexico","606 Park Street",Mexico,MO,65265,"Audrain ",US,"(573) 581-7678"
"Central Missouri Community Action","800 North Providence Road",Columbia,MO,65203,"Boone ",US,"(573) 424-6029"
"Central Oregon Pediatric Associates","2200 Northeast Professional Court",Bend,OR,97702,"Deschutes County",US,"(310) 878-7080"
"Central Ozarks Dental Clinic","304 West Washington Street",Richland,MO,65556,"Pulaski ",US,5737652510
"Central Ozarks Medical Center - Camdenton","1652 North Business Route 5",Camdenton,MO,65065,"Camden ",US,"(573) 346-4446"
"Central Ozarks Medical Center - Eldon","112 South Pine",Eldon,MO,65026,"Miller ",US,"(573) 375-1960"
"Central Ozarks Medical Center - Osage Beach","3870 Columbia Avenue","Osage Beach",MO,65065,"Camden ",US,"(573) 302-7490"
"Central Ozarks Medical Center - Richland","304 West Washington Avenue",Richland,MO,65556,"Pulaski ",US,"(573) 765-5141"
"Central Ozarks Medical Center - Waynesville","200 Fleetwood Drive",Waynesville,MO,65583,"Pulaski ",US,"(573) 842-2164"
"Central Ozarks Medical Center (Administration)","304 West Washington Street",Richland,MO,65556,"Pulaski ",US,5737655131
"Central Ozarks Medical Clinic","304 West Washington Street",Richland,MO,65556,"Pulaski ",US,5737655141
"Central R-III School District","112 Rebel Drive","Park Hills",MO,63601,"St. Francois ",US,"(573) 431-2616"
"Central Rivers AEA","4102 Ontario Street",Ames,IA,50014,"Story County",US,"(515) 250-4565"
"Central States Conference","3324 Franklin Avenue","St. Louis",MO,63106,"St. Louis city ",US,"(314) 372-9010"
"Central US ACO LLC","2405 Aspen",Highlandville,MO,65669,"Greene ",US,"(417) 983-6497"
"Central Workforce Development Board Inc.","706 South Bishop",Rolla,MO,65401,"Phelps ",US,"(573) 205-7532"
"Centralia R-VI School District","510 South Rollins",Centralia,MO,65240,"Boone ",US,"(573) 682-2014"
"Certified Onsite Health Care LLC","805 2nd Street",Summersville,MO,65479,"Shannon ",US,"(417) 932-1130"
"Cghs Lucknow","N-210 Sector N Aashiyana Colony Lucknow",Lucknow,"Uttar Pradesh",226012,"No County",IN,"(945) 012-9666"
"Chaddock Attachment and Trauma Services","205 South 24th Street",Quincy,IL,62301,"Adams County",US,"(217) 222-0034"
"Chadwick R-1 School District","7090 MO-125 Chadwick MO 65629",Chadwick,MO,65629,"Christian ",US,"(417) 634-3588"
"Chaffee R-II School District","408 Elliott Avenue",Chaffee,MO,63740,"Scott ",US,"(573) 887-3244"
"Chamberlain College of Nursing","3005 Highland Parkway","Downers Grove",IL,60515,"Dupage County",US,"(740) 357-2697"
"Chances of Hope","27 South Madison Street","Webb City",MO,64870,"Jasper ",US,"(417) 717-5117"
"ChangePoint Integrated Health","2500 East Show Low Lake Road","Show Low",AZ,85901,"Navajo County",US,"(928) 537-2951"
"Chariton County Health Center","206 State Street",Keytesville,MO,65261,"Chariton ",US,"(660) 288-3675"
"Charles B Wang Health Center ","37th Avenue ","Queens ",NY,11354,,US,
"Charleston Area Medical Center","501 Morris Street",Charleston,WV,25301,"Kanawha County",US,"(304) 388-6239"
"Charleston R-I School District","311 East Tom Brown Street",Charleston,MO,63834,"Mississippi ",US,"(573) 290-2825"
"Chatter Pediatric Therapy","221 University Avenue #203",Williston,ND,58801,"Williams County",US,"(701) 580-8788"
"CHEEERS Recovery Center","1950 W Heatherbrae Dr #5",Phoenix,AZ,85015,,US,"(602) 246-7607"
"Cherub Medical Supply","11217 Johnson Drive",Shawnee,KS,66203,"Johnson County",US,"(913) 227-0440"
"Chesterfield Pediatric Dentistry","14377 Woodlake Drive Suite 102",Chesterfield,MO,63017,"St. Louis ",US,"(314) 576-4335"
"Chicago Department of Public Health","333 South Street Suite 200",Chicago,IL,60604,"Cook County",US,"(312) 747-9706"
"Chief Probation Officers of California","1415 L Street",Sacramento,CA,95814,"Sacramento County",US,916-447-2762
"Chilchinbeto Clinic","East Highway 160 to Route 59",Kayenta,AZ,86033,"Navajo County",US,"(406) 544-1966"
"Child & Family Support Services Inc.","10439 South 51st Street Suite 100",Phoenix,AZ,85044,"Maricopa County",US,"(480) 635.9944"
"Child Health Associates","105 Millbury Street",Auburn,MA,1501,"Worcester County",US,"(508) 556-5840"
"Children's Behavioral Services LLC","4031 County Road 5320",Pomona,MO,65789,"Howell ",US,"(573) 883-6761"
"Children's Health Queensland","Stanley Street",Brisbane,Queensland,4101,"No County",AU,"0413 464 066"
"Children's Hospital","47 New Scotland Avenue",Albany,NY,12208,"Albany County",US,
"Children's Hospital Colorado","13123 E 16th Ave Box 025",Aurora,CO,80045,,US,
"Children's Hospital Los Angeles - Boone Fetter Clinic","1300 North Vermont Avenue","Los Angeles",CA,90027,"Los Angeles County",US,"(323) 361-6102"
"Children's Hospital of Chicago","225 East Chicago Avenue",Chicago,IL,60611,"Cook County",US,"(305) 951-9885"
"Children's Hospital of Los Angeles","3109 West Riverside Drive",Burbank,CA,91505,"Los Angeles County",US,"(310) 409-9939"
"Children's Mercy Hospital - Allergy & Immunology","3101 Broadway Boulevard FL 6","Kansas City",MO,64111,"Jackson ",US,"(816) 234-3000"
"Children's Mercy Hospital - Broadway","3101 Broadway Boulevard","Kansas City",MO,64111,"Jackson ",US,"(816) 960-3070"
"Children's Mercy Hospital - Gillham","2401 Gillham Road","Kansas City",MO,64108,"Jackson ",US,"(816) 234-3000"
"Children's Mercy Hospital - Pershing","2420 Pershing Suite G10","Kansas City",MO,64108,"Jackson ",US,"(816) 559-9309"
"Children's Mercy Hospital - Preferred Pediatrics","241 Northwest McNary Court","Lee's Summit",MO,64086,"Jackson ",US,"(816) 304-5384"
"Children's Mercy Hospital - Summit Pediatrics","3171 Northeast Carnigie Drive","Lee's Summit",MO,64064,"Jackson ",US,"(913) 660-5759"
"Children's Mercy Hospital - Wichita","3243 East Murdock Suite 201",Wichita,KS,67208,"Sedgwick County",US,"(316) 500-8912"
"Children's Mercy Hospital - Wichita","3243 East Murdock Street",Wichita,KS,67206,"Sedgwick County",US,"(316) 500-8930"
"Children's Mercy Operation Breakthrough Clinic","3039 Troost Avenue","Kansas City",MO,64109,"Jackson ",US,"(816) 302-6200"
